LONGITUDE,LATITUDE,cluster
-73.80649277910223,45.455580369918515,88
-73.64353728932134,45.42770161046987,60
-73.63437233480583,45.61476991812501,110
-73.5541739564141,45.509447577872784,154
-73.71110803043713,45.436364174473304,201
-73.75206639394108,45.49969937380391,280
-73.58303325530369,45.609050884771385,330
-73.58920841042539,45.4845808975062,106
-73.57759474081168,45.50845049717558,353
-73.51406661901885,45.593232135236605,95
-73.58010422002906,45.488399840803474,275
-73.59608857743996,45.578950379485775,215
-73.57966081903885,45.612868548281604,330
-73.56229614618623,45.53305162541921,194
-73.7548017460218,45.49769520179386,45
-73.63841005824551,45.41948163819198,108
-73.64654827842394,45.45097536827556,397
-73.67748745062006,45.43187260125396,225
-73.48983362718067,45.642777696310795,264
-73.67744682054133,45.43496366321415,225
-73.59352883960833,45.48228283401363,315
-73.74401350421557,45.44227988114237,1
-73.68230268571249,45.50371793407167,289
-73.69224293880455,45.43600154695008,36
-73.66762155251504,45.433160798951214,213
-73.80858422480365,45.4474040884911,88
-73.60341131021742,45.42476934449439,235
-73.67784756316293,45.50083646045434,59
-73.67759416864487,45.52867184438975,238
-73.6774563765443,45.43355537686069,225
-73.58094997374106,45.608539479045255,330
-73.63607242708505,45.57120766828991,278
-73.79677831905778,45.460294242908375,171
-73.72766772383986,45.45922909962599,287
-73.5900871216561,45.556194736067425,283
-73.62283613076688,45.5846707532651,267
-73.63271395484335,45.618704092250354,110
-73.58628032718009,45.555066195455105,332
-73.64183056608195,45.53314220237786,297
-73.64211288282067,45.597357901292284,165
-73.55949374488556,45.55027778869247,8
-73.59002788979707,45.49052373405231,106
-73.61460548789161,45.41701989947412,103
-73.61790827726826,45.61121221680531,205
-73.71141245455152,45.474344490011575,282
-73.62150090237228,45.58645344867486,267
-73.55243062661177,45.608007233576316,257
-73.70826142087442,45.52466247322345,98
-73.71834001410483,45.52905874275172,207
-73.69698129418843,45.507153460362915,182
-73.56575184581229,45.46485415332267,16
-73.57367658668532,45.50949127537534,400
-73.72089570264043,45.523743673341166,295
-73.66064337478069,45.51395324440316,243
-73.72168615537957,45.53273210767557,207
-73.5741402610861,45.508820584067244,400
-73.5714154544778,45.51168385321206,400
-73.57808954054036,45.61471427539927,330
-73.56921259715031,45.609042097548894,316
-73.63046168489765,45.57679763433886,70
-73.55120540860253,45.59208533851309,206
-73.56840277549138,45.60993341321798,316
-73.61067195337674,45.51420753823256,272
-73.54737654686308,45.46575011677455,86
-73.63398047763964,45.573496866242635,70
-73.74308046818717,45.4840646430858,169
-73.64271157076473,45.4813546258327,389
-73.54231932693364,45.46290356677441,86
-73.56124644053433,45.55115800840174,8
-73.59887296478203,45.47881392399949,15
-73.65440122828332,45.472625038676924,327
-73.72359539625415,45.44502849364543,270
-73.62735418516897,45.41859014424386,362
-73.53898299848899,45.465221865766125,86
-73.55867241494387,45.6090255013296,257
-73.65874563783723,45.46797868659466,306
-73.66050937084077,45.465817016686195,306
-73.63682191240424,45.48007505145491,253
-73.63695464230919,45.568579148120904,278
-73.57821670122853,45.578487103537405,355
-73.63732946602613,45.57490325879362,278
-73.60199939938519,45.48026892688035,15
-73.57802241981622,45.60646741573957,330
-73.5753698828266,45.521306478886714,373
-73.64520309688044,45.5782329947745,24
-73.55277648298667,45.49519525643599,192
-73.66462649381127,45.430125968617325,130
-73.63196572738765,45.42822236355076,141
-73.71153130334791,45.43900896056526,201
-73.81885464955042,45.45600095605419,104
-73.65430550979107,45.560223726147065,170
-73.61989340481776,45.43597891898949,277
-73.67106116690893,45.462765323123485,164
-73.59531832321684,45.58189347151345,215
-73.66809021162845,45.46159542996699,164
-73.69274668319795,45.51766326662385,105
-73.64584345187392,45.43374409171437,60
-73.83311792649917,45.43974491807501,319
-73.58804198577786,45.51818262638159,161
-73.67566809900036,45.53036015522736,238
-73.61022200537964,45.5831623223528,293
-73.68059709392311,45.50758546752291,155
-73.64050876437369,45.42913002619426,273
-73.64426923489565,45.47499404417979,118
-73.59270076106431,45.48020936290825,315
-73.60791713672138,45.47990804986061,15
-73.60572996114374,45.47891576458477,15
-73.69397658173443,45.50048626648692,289
-73.57503841250536,45.60937135501715,316
-73.57407831701462,45.61047876782996,316
-73.65196919297577,45.4316979363583,60
-73.5811142522048,45.52230907832315,75
-73.56103607980411,45.51640916034792,285
-73.61017219805521,45.41762266614128,103
-73.67805144331506,45.52104635670621,35
-73.68376691853862,45.52467289255488,274
-73.60342420452463,45.47785521026553,15
-73.55666184640569,45.531748164766505,194
-73.57288773425987,45.61184276997397,316
-73.55480148057357,45.5358834597744,388
-73.63390586154185,45.41708439051843,108
-73.59772519050992,45.43152326239685,235
-73.59981692751106,45.42660590720076,235
-73.54955582040773,45.60183570430161,33
-73.61533616909328,45.57937811960435,198
-73.63015935027464,45.58922869548681,50
-73.63631777753014,45.41684169872914,108
-73.59836255515943,45.42965101797104,235
-73.61559753138935,45.418499163797634,362
-73.55111677333981,45.60210046552585,33
-73.59442251574902,45.596232997521156,90
-73.51623601722385,45.59620880423959,234
-73.60602200507971,45.420830082116375,103
-73.64361032412737,45.41875533332499,108
-73.63393241199785,45.592756064735966,405
-73.73366892866031,45.44178235918475,1
-73.60055317175976,45.59297038648639,132
-73.60091779583834,45.425199005929436,235
-73.60756934636954,45.418525003435285,103
-73.68114805254869,45.52161795556936,274
-73.60049064344685,45.42573029718808,235
-73.64049218739885,45.41713047081397,108
-73.56865226232655,45.468775787595014,318
-73.62109106062537,45.516504990152846,175
-73.63467073157652,45.609870015328966,229
-73.61692047674127,45.521184006833884,89
-73.72242291818252,45.44238521636416,270
-73.57149382739921,45.44763656485417,77
-73.57272564021137,45.447752767896716,77
-73.72088593677277,45.442631159105574,270
-73.61928935707707,45.518513530826546,175
-73.60259466980106,45.518835690517456,364
-73.61871314637766,45.51917551390301,175
-73.62891750667325,45.59067882876485,50
-73.54082967355265,45.60400773990706,363
-73.8266228862152,45.44201780706564,224
-73.73441610291299,45.48801507862303,169
-73.5815334656957,45.521854360707636,75
-73.57081727376715,45.46886445075757,318
-73.6286268193206,45.61087578712483,110
-73.59158858975331,45.56007638125299,283
-73.57427629301102,45.49863439065408,162
-73.68074619239134,45.43291132211053,225
-73.6132390905524,45.58894077879315,310
-73.67683363814388,45.50804127661972,351
-73.5735958210088,45.49931863128429,162
-73.68136804547285,45.512159942846615,155
-73.57065700658184,45.47045278223442,318
-73.61553664451306,45.537109513415366,92
-73.63108971134723,45.58870573052216,372
-73.66460547493281,45.44008955843449,18
-73.6285395248526,45.4285457190637,141
-73.65223086007182,45.48891255990375,81
-73.63188483516245,45.581582660278514,372
-73.68881800696074,45.52471376351885,67
-73.579131788232,45.520776232569936,212
-73.58854882369398,45.58733389321879,349
-73.60043119419696,45.57396867768783,26
-73.6373849447579,45.586808691005594,405
-73.65295629361123,45.44982157377406,378
-73.624892034049,45.592168018665,50
-73.65738038362501,45.45751637045512,306
-73.6123260871245,45.55653483239573,324
-73.59173885609749,45.59552431964259,90
-73.65584371361933,45.570484874844624,290
-73.64177487268584,45.48194969089299,389
-73.58913995248955,45.53376745251372,147
-73.73305525785332,45.50760581078422,157
-73.81227777395756,45.50858365950319,195
-73.52445660380587,45.597797273531654,55
-73.63884052235588,45.5592699033406,174
-73.6296450283072,45.59232469272373,50
-73.77299736697555,45.44817407221508,40
-73.85586222958965,45.4700957829819,260
-73.60046489965117,45.51717737734202,364
-73.6205226324145,45.52633247567087,377
-73.60312111072015,45.51819632967178,364
-73.56068166998676,45.609042448364434,257
-73.50671998111908,45.67701986712064,387
-73.86921381863093,45.465590156724495,144
-73.54995098533094,45.529584277778056,139
-73.63356227410101,45.59017408755278,405
-73.59968525084841,45.482246132839116,15
-73.61092859967303,45.58792623826988,293
-73.62098902869666,45.596845775616494,0
-73.62487431616388,45.439851950304224,6
-73.58520646278474,45.55079507025123,185
-73.65827443447294,45.45316435733316,306
-73.55040330553584,45.660239986738574,27
-73.5744199257142,45.61642639280338,263
-73.67474780578148,45.52451607609812,35
-73.70988851855697,45.44216147642036,201
-73.57145905512759,45.61349485260631,263
-73.60441530262075,45.561903350978426,242
-73.70200606494366,45.46933811021852,304
-73.61865271500288,45.6108190949541,205
-73.6273595834222,45.4243672135323,141
-73.57478798689641,45.618401268159865,263
-73.50386359699074,45.66609828035747,151
-73.59114185999539,45.431132769115024,58
-73.62625121389073,45.52737008358209,73
-73.56365028744582,45.45709863937985,222
-73.61352647816844,45.41834826539806,103
-73.75892000131098,45.44266825862922,365
-73.67491826583233,45.444955932370846,97
-73.64870104953424,45.563687222430985,320
-73.68100304992292,45.52468630377732,274
-73.57839383797995,45.52945127550717,173
-73.67485317153829,45.44005183501592,97
-73.6468770861545,45.45420991032616,397
-73.52899210366185,45.59830280659727,55
-73.743473468198,45.49502392180133,45
-73.59332869626809,45.55807285981228,283
-73.64477664702464,45.42058235991532,108
-73.61472213104149,45.590509501309405,310
-73.67463765086059,45.43182300259039,213
-73.73062468494315,45.51204862092717,157
-73.67526489595774,45.44814537641019,402
-73.74029878641736,45.49323995359547,169
-73.7462838815437,45.49684908006683,45
-73.64179555665248,45.446089593537,122
-73.82633142985368,45.48616525161351,125
-73.59978563530031,45.54894931041215,356
-73.5285799758448,45.59901488136695,55
-73.66480668902499,45.513617903640544,243
-73.64982873578349,45.45533988889014,397
-73.69808120013704,45.499205943900954,329
-73.61632499729578,45.582949309933326,198
-73.60914919148185,45.57800282287386,102
-73.60878750739936,45.578781521663956,102
-73.61284469729323,45.518394101344775,89
-73.6614877150194,45.43124394732853,130
-73.61955361457585,45.56657600415759,128
-73.62529676891242,45.52520215263535,73
-73.62720640752333,45.5257538033586,73
-73.60117004109779,45.58586568881128,132
-73.60384377819099,45.58484648166665,293
-73.88017105301905,45.468064792923315,144
-73.56120719324169,45.603778181806156,257
-73.63413050359307,45.5277524976649,21
-73.58945198627909,45.60451091297354,358
-73.57899585813999,45.491991561467444,84
-73.62234512993788,45.52435537257176,377
-73.6723564038499,45.461094155114,164
-73.61577152989818,45.515093255746585,272
-73.70002192521108,45.439934047029794,36
-73.5989353166833,45.482926168796695,15
-73.66162997257959,45.457011019488306,306
-73.68651789564697,45.435826568759204,255
-73.64223402326438,45.43500393945869,273
-73.61548948049017,45.511737132709115,272
-73.69205970857205,45.536384536921666,256
-73.63417633043524,45.589867426050596,405
-73.57532567938655,45.507575749664,353
-73.71694469179856,45.44374553131372,270
-73.5786070167849,45.508917489046645,353
-73.64209168031637,45.580544613689746,321
-73.65103529873514,45.45051509842542,397
-73.60324272127257,45.48385369766717,15
-73.60041882462127,45.55543629790856,42
-73.6491085991916,45.44967626866329,122
-73.57106955686564,45.51640828964934,25
-73.76313457745613,45.44066702820193,365
-73.60178667515662,45.48422394118666,15
-73.57396309214863,45.51772540353071,373
-73.55152539961442,45.4632147323752,180
-73.66641114831135,45.468791353822134,164
-73.5819910224283,45.52137260981429,75
-73.59132081605308,45.59486328073639,90
-73.57255761251228,45.50623002730377,65
-73.80916357196774,45.45421889683039,88
-73.66574824343711,45.43857165339028,18
-73.59668145744024,45.554245684223574,356
-73.80149929637598,45.458086245290474,171
-73.69599161185813,45.521504683127,67
-73.76745207379082,45.450675280596556,365
-73.62526571090056,45.54419236908342,230
-73.60103428139517,45.57849619694412,215
-73.62685985714198,45.54041979844203,188
-73.62274847903227,45.435804914448,277
-73.62542620090379,45.542882354752294,230
-73.64810496913636,45.47544926326663,327
-73.63540837876566,45.58190697631921,321
-73.60368672126624,45.423387816431514,103
-73.63401341804769,45.42018426969209,108
-73.69486582439067,45.480058268643695,34
-73.62421747658658,45.545485228935746,230
-73.62377906707017,45.5459799579145,230
-73.77440451717099,45.45000639806777,40
-73.82312795005674,45.44697693579664,224
-73.56408360156804,45.60804178334438,257
-73.60583899378373,45.42567597466456,103
-73.63525768988339,45.59003261920676,405
-73.6765443874556,45.5471783498833,338
-73.64035271507841,45.58655313103056,129
-73.62082748470347,45.43197358462834,277
-73.63078298410973,45.55638450108533,54
-73.81525812197403,45.499352081330834,339
-73.80384522759864,45.456010373055165,88
-73.80590066852947,45.46046364511675,171
-73.50452178188183,45.630357322643924,186
-73.69077635669314,45.51539304501381,105
-73.6424795992728,45.44634387700414,122
-73.6441225270055,45.44536541330069,122
-73.61815734687968,45.58210710464497,198
-73.66670884334329,45.440050513835864,18
-73.68320976191343,45.52117109747832,274
-73.83384130243293,45.481315874884146,17
-73.59488199002529,45.52784598350945,147
-73.61976177786828,45.58282012421212,267
-73.62929759375538,45.42892730180931,141
-73.6908741876534,45.52526019818314,67
-73.62779674176856,45.59062609830581,50
-73.68243182892901,45.43990950369152,225
-73.60308252877125,45.55244310781104,42
-73.67886674093255,45.51940603275575,274
-73.7385448084924,45.44123236890687,1
-73.61889029625301,45.582507002718444,267
-73.69991396824824,45.501857289401855,182
-73.57113544868116,45.46509388680299,318
-73.72772666175051,45.440813520938526,270
-73.57256268600207,45.44934110981097,77
-73.6358708981442,45.48117025622399,253
